PROTECTED,0,1,2,3,4,5,6,7,8,9,OUTCOME
2,49.11908214971048,86.80920734113083,52.0496895833399,5.62389902563738,30.750544372949907,17.681454678382313,80.67174377205347,19.254798667411986,83.15298050082768,3.3925744768985577,0
1,27.89794136682463,22.829234463418835,32.943605514107674,98.46710589494705,52.71150908674886,64.90546301709695,48.53576371691681,62.21481522170785,44.08881775869267,15.505416772631719,0
0,55.96713365476764,2.6377012874496675,1.1842343819556622,35.34334146022382,38.98993963804309,40.06649960041354,21.225797094457487,85.51102777226566,80.86433452317267,32.64148820314657,1
0,86.82575367337861,28.62083691196822,86.2100463225257,18.391951153966,45.91217621331403,64.85950096603301,4.032395664266286,2.2490641313445248,3.5191151442569346,51.047166127547975,0
0,26.64017343414098,8.090572991920663,37.55996944398314,48.09565248992015,41.58816586911615,49.988718531927745,69.53184401425099,6.034790006450219,41.24560557627156,73.48117217963494,1
1,8.45368741569892,26.05631024530077,40.19781133795534,61.39438879261636,54.29834916832355,28.640005150000782,37.692861721504244,28.870575478928608,24.9213624746791,98.63545464022692,0
2,40.8604322742998,29.782506743883108,47.78719931012103,90.06885739944454,41.528146848297844,35.507105449754484,36.98063382068922,49.007582289650664,47.77283611186893,46.49650911134007,0
2,98.84172086402566,18.028179530691812,69.16505007960045,44.75055374977489,50.585388979100145,67.70522123934336,68.12048965215249,69.5879114349431,5.008327808455548,79.40735352004914,0
2,47.048791266314325,50.4272329103068,95.4919969189452,87.9151206407791,43.61776642414418,83.44206788121481,78.89447426028569,43.01388214609055,77.03577472709398,80.39953555872482,0
2,31.072688290699002,30.541649824393012,24.761021087132697,42.84129771444171,82.05082610574892,98.60049591345401,90.49943139356475,30.808475658196254,12.684639028428368,44.46344392580097,0
0,54.41314773516872,40.26883333515823,29.236485113295807,18.704325478225712,6.244484324669419,10.078817082124248,96.6843996762988,34.91494466323761,91.19074425127899,49.82148035488322,1
0,57.706962549404764,34.82814591401231,48.42981779089289,84.1596655995777,18.505420085768197,65.2090296471135,85.25753548628046,23.265094136695186,97.3262526377292,94.89537711412628,0
2,19.200502104030193,67.54562969108807,36.37217946504507,85.06300039564707,13.464669432047849,61.41817073539022,94.23799615844042,59.32391096855344,41.331882955199106,52.54423736671146,1
0,25.01416719719861,67.21165303034583,13.015863775381076,97.41382783296207,0.49868292651921164,44.99965764019722,29.509457050318655,90.33224285735115,43.060952584239864,94.05189699985841,1
1,99.96725834407502,20.983530872181255,99.8161265527532,87.43607564209978,17.50285211393766,87.59794645008266,64.0530700532452,21.347569086669104,28.200206016994255,23.605437999230418,1
0,7.929873690698708,24.696205293289864,71.97499500044063,5.2132982131064765,75.350539081568,70.64980128662232,14.874573268197233,7.678744047534414,90.28592631946918,94.50075475697236,0
0,41.93297403589046,98.39060865770814,83.88999581362444,89.99800494263813,75.74263961797872,43.001522685836925,7.07754434281348,86.33122562477777,93.10020456909794,45.62601531581363,0
0,84.09973673904547,56.55520658302168,87.82752582810377,27.51774272737023,95.6863306824408,7.962739445886524,38.55015719043274,73.53477195507875,14.137102974781179,24.01867595648265,0
1,47.33439598458386,74.46046931515092,24.78273781804209,43.10109532872632,70.43681292795544,91.18340228526198,46.28587648147894,22.914289544198184,2.311047151531398,91.05804611820349,0
1,19.79524564044536,82.10680082504624,20.264649546987712,13.938382931752214,74.07757410680766,89.5824398407554,55.7383632866908,27.119669072652396,43.011628124227606,32.72529926455541,0
1,80.697973338896,0.2000373834656899,73.44223632647288,18.70196033488606,83.27541653684524,93.29870155091793,71.25490462830368,80.68054242368702,94.47365464364344,14.793512324046043,0
0,20.427394036375613,65.24207843266426,72.63333899414836,76.37121827413796,53.49507850991031,87.83333875735948,96.32563696247215,27.169962413615334,9.505579398591301,90.65408780970644,1
2,92.14885990124174,22.42345417440328,12.23897370262873,9.225466306407037,22.3770886921027,46.75919447811261,28.999417877695965,40.42810438918711,88.39875252727353,89.99132170280572,0
0,10.389220603703242,47.50012696930705,87.23802307813222,85.76904965122452,64.44446263943131,71.39226558647078,17.593406366069754,42.44638668079058,40.96223664016524,78.05688248981123,1
0,29.160253117167045,58.40094280706436,24.704360742723086,6.2456573949106975,34.43097005402225,78.87933436785495,39.89722786891131,78.29788105973617,96.47461598593698,44.15050727876172,1
1,47.66250098895528,67.5776768829129,27.377169576202498,17.744785547772313,76.43671744713878,43.19239172766118,63.22040242989257,30.00536274503548,74.1981189329108,15.99866711387391,0
1,53.80176538736876,80.65464179644654,91.25493322598292,16.641390317711803,9.679508368254218,92.22257890832357,56.14201340974676,71.55267175235332,84.94668612419055,62.19314027808165,0
1,85.83855513067735,94.78352209266852,21.943663123947786,65.34241723759312,60.48460333564888,84.84593307290359,44.5036531038696,58.34406974771081,39.316577393360575,87.03229442583684,0
1,14.574605447628263,86.31581931533945,7.123157438783578,31.946473388703154,92.55151652070583,33.3127754150337,26.313323749360794,60.50389275366438,55.29464513617279,89.79550743337616,0
1,14.81317547306974,79.17108321585779,87.92917559825054,63.7666723091161,2.07805059126146,94.96366583431646,65.07847091353926,58.494349885979155,46.99249456548119,91.90105665893088,1
2,61.260198283405956,26.96557693809265,41.692262826059554,87.81489480204279,13.947911539940872,38.79133246965733,98.37080525139451,7.959043212352446,22.109728436880726,36.087323900748494,1
2,16.81319367453774,31.50703161438183,95.03525068505864,30.990083068339057,29.997564264071485,8.172808801176446,16.88263334608432,67.63898531902976,57.29620375130823,58.93640020652923,0
2,99.18005772261547,42.31506997843169,30.233820873754567,77.08334947902725,62.375594713347624,94.62069687834894,93.47635471266918,32.46903941071776,33.55562220882937,12.065445587311096,0
0,6.519026853123444,41.75700121380114,49.576189375840606,25.855311867905574,33.72548914870058,10.550942739952184,37.177777941282095,97.27255690447583,27.34484864109096,27.020839023139242,0
0,53.57135564624896,26.781378363454834,93.8992547290781,50.45830436587803,16.236835953793673,44.773115266823595,39.340181587620684,85.9928162560593,67.2172662019468,56.8190417928396,0
0,39.7153795812763,22.316399094667837,26.321779224176247,56.182843524663916,47.95244002915271,10.94408919731923,34.37644379418884,4.939218074050233,82.46304116507709,55.58095798724233,1
2,26.977688550667622,25.802890343558293,93.62678660001944,59.484030886231174,71.97572644076736,31.45172762277766,85.9637226096289,36.00617083908991,23.033966898870617,16.47670841950635,0
1,75.26276370672926,97.4872459905392,73.50174828854293,45.54625912904633,68.99144483143407,2.6349697288270857,84.88418234204687,42.69539085919993,71.30774828393773,59.43300086923432,0
1,79.76451313219398,11.72442284989399,26.756715097674977,77.32384809182165,44.857421011475196,38.944969471967696,81.61384386169887,70.82686961039812,54.42704036045304,67.07047842460148,0
2,80.05008509824671,96.8921931497259,3.13557254685336,36.84540901013417,14.398500463864183,47.13422905965275,31.847824839929974,42.17465644495114,95.17558994385787,70.77013469272694,0
2,87.99967673720936,99.76107213056488,58.803484959641274,94.23500645777932,96.15964538520775,49.87514385219129,34.545659879816625,73.96834815616862,50.994120397748766,86.10253044695475,0
0,9.282668228361146,85.47179578235405,23.848375047061275,51.764168366746624,4.093092432859513,57.74515271787391,35.73612438399426,28.757720233993933,19.747556646417053,63.51493935072195,0
1,18.777605245091788,7.922089763759477,80.0400492096798,5.504971077521503,77.45228305812446,65.46001993818157,37.88325424746593,8.481605061864117,93.77549536155591,32.81093172383277,1
2,74.62847534468163,8.772401760980951,9.744370638161737,75.58244995069913,36.7496670926328,34.09520926245547,8.142766874134832,70.35928653893792,44.12744688279169,92.37171786395291,0
2,75.84613402357823,52.45377157101919,50.69359388912249,58.80335166936099,23.579512930414527,1.5005167285827126,57.02838894415345,66.2404236847304,87.24026850804195,80.66036225445177,0
0,37.13305878319839,22.045639371669544,62.76040271103246,88.72163628554839,6.249480417479559,15.01648799873353,94.35942264582894,35.22175730158228,84.83859883196914,14.890329305087723,1
2,49.10340584861388,9.867092304493374,85.57440965185782,68.70153913595023,99.5547432223812,61.27910699872342,40.936654488744296,15.8390349638872,51.315433475571204,49.485924683928786,1
0,62.31387181662541,76.91936537701861,99.50052151004351,89.41005903777494,9.56360393003287,11.599150242979617,91.17668715797026,61.08224851565146,30.147304010977393,74.20808033409672,1
1,41.785549363443906,90.17020450460494,91.03705505071855,99.98902856027087,76.52977636862805,82.91009876456707,48.633363687776246,54.240903065930034,55.13284950260156,92.64592402436625,1
0,46.87851075490618,70.30434392543512,91.42257041339607,90.1647866965448,4.451639585314426,48.449347075071046,96.29826387887678,6.360851533109235,22.921034592746125,35.31444078474825,0
2,90.37258797828076,85.53795131907142,33.015355147410034,98.86770369062654,33.80780330472053,33.36331597447965,83.91339916347006,3.896790561091379,47.42723214290672,26.670253504528063,0
0,56.87886436698141,81.60206593150122,87.70389492631996,90.22483093537494,23.73196159638198,91.73861397406934,13.153460624830803,85.98464087407905,92.22099498712319,71.14239646129825,1
0,59.97000921348167,14.497495824562801,60.014040338042676,68.82948457572517,63.1014890048284,95.14488885548306,52.94941693406495,94.73881457854418,4.3432561272789165,16.993393615991803,1
0,41.47016630279359,4.820287939067458,47.08015861285021,67.60868329297021,12.6675562793092,14.575155092444769,40.67561962900217,29.062249480590918,8.664939896919888,74.6049982386915,0
0,74.28071241110543,67.26464592383456,36.27812899064371,6.31616295569517,55.80834964980227,95.37996397691127,72.04077166387779,2.761102186435771,0.7779789965180139,28.7084289181448,1
1,68.63438425212661,65.68293519317442,63.29632278927063,71.31162476752404,42.4410262018714,4.285268517757546,12.467393687916262,61.89268326261617,64.05881556588723,15.059462517740652,0
0,20.2848132403749,16.579053107269292,15.751832972228542,5.350299863439312,61.7555588589836,87.2882228177461,41.669321984104904,4.41343666083559,11.083684497137936,54.82145825611371,0
1,98.06068764878817,39.55427720760416,59.91667538354504,90.0234599350839,96.71650535248183,83.39230964847822,75.8155696959914,54.85044323930255,41.45934096526078,13.899631277208401,1
